code,type
1144,65
1145,16
1146,5
1146,33
1146,65
1146,19
1146,53
1146,49
1147,16
1147,5
1148,70
1149,23
1149,5
1149,14
1150,70
1150,64
1150,71
1151,65
1152,16
1152,65
1153,5
1153,71
1154,35
1155,68
1155,76
1156,5
1156,33
1156,20
1156,82
1156,53
1157,6
1157,5
1158,22
1158,71
1158,7
1158,29
1159,16
1159,64
1160,22
1160,74
1160,60
1160,32
1161,26
1162,70
1162,48
1162,8
1162,73
1162,45
1162,43
1163,70
1163,67
1163,9
1164,70
1164,41
1165,47
1165,48
1166,24
1166,13
1166,12
1166,59
1167,17
1167,48
1167,64
1168,47
1168,22
1168,74
1168,60
1169,6
1169,23
1169,5
