code,type
265,164
265,184
266,64
266,122
266,144
266,148
266,185
267,23
267,69
267,73
267,148
267,154
267,177
267,179
267,188
268,64
268,80
268,152
268,174
269,50
269,88
269,97
269,122
269,139
269,161
269,166
269,173
269,184
270,2
270,73
270,86
270,110
270,148
270,181
270,184
270,185
271,38
271,48
271,63
271,64
271,95
271,166
272,56
272,64
272,73
272,110
272,113
272,149
272,154
273,83
273,114
274,50
274,67
274,122
274,166
274,184
275,50
275,108
275,110
275,148
275,169
275,184
276,3
276,42
276,50
276,64
276,97
276,184
277,14
277,56
277,62
277,169
277,186
278,50
278,57
278,134
278,135
278,166
278,169
278,171
279,41
279,50
279,64
279,188
279,188
280,63
280,117
280,156
280,159
281,64
281,122
281,144
282,110
282,128
282,148
283,77
283,91
283,108
283,113
283,160
283,169
283,186
284,11
284,29
284,42
284,50
284,64
284,88
284,97
284,105
284,139
284,154
284,161
284,184
285,67
285,122
285,166
285,173
285,187
286,10
286,169
287,42
287,50
287,64
287,124
287,128
287,133
287,148
287,154
287,184
288,10
288,70
288,77
288,144
288,148
289,118
289,148
289,164
289,185
290,83
291,29
291,36
291,50
291,64
291,65
291,97
291,143
291,149
292,64
292,124
292,150
292,154
292,184
293,42
293,50
293,51
293,97
293,133
293,154
293,184
294,114
295,57
295,180
295,188
295,188
296,50
296,148
296,184
296,188
297,148
297,169
298,4
298,25
298,42
298,50
298,97
298,110
298,127
298,139
298,153
298,184
299,63
299,65
299,87
299,142
299,184
300,143
300,154
300,188
301,64
301,148
302,10
302,64
303,9
303,10
303,14
303,50
303,64
303,150
304,56
304,60
304,62
304,116
304,122
304,154
304,179
304,183
304,184
304,185
305,10
305,148
305,184
305,188
305,188
306,3
306,9
306,14
306,63
306,73
306,81
306,110
306,150
306,169
306,171
306,187
306,188
307,14
307,35
307,74
307,128
307,148
308,24
308,28
308,64
308,106
308,110
308,139
308,148
309,50
309,131
310,11
310,64
310,97
310,110
310,120
310,137
310,185
311,3
311,10
311,11
311,29
311,50
311,57
311,64
312,56
312,73
312,110
312,149
312,154
312,188
313,50
313,110
313,131
313,185
314,11
314,41
314,56
314,110
314,169
314,179
314,185
315,41
315,50
315,148
315,188
315,189
316,110
316,128
316,148
317,14
317,22
317,40
317,64
318,2
318,73
318,110
318,116
318,182
318,185
319,161
319,165
319,187
320,10
320,29
320,50
320,57
320,124
320,149
321,64
322,14
322,20
322,73
322,128
322,148
322,186
323,77
323,108
323,110
323,148
323,160
324,10
324,56
324,97
324,148
324,188
325,11
325,55
325,65
325,97
325,110
325,169
326,42
326,50
326,97
326,143
326,179
326,184
327,14
327,148
327,164
328,10
328,14
328,19
328,40
328,144
329,2
329,34
329,86
329,148
329,164
329,181
329,184
330,10
330,29
330,64
330,166
331,42
332,10
332,64
332,110
332,148
333,50
333,110
333,124
333,184
333,189
334,64
334,116
334,148
334,169
335,14
335,148
335,184
336,5
336,41
336,74
336,148
336,169
336,188
337,110
337,148
338,3
338,41
338,64
338,148
338,164
339,10
339,110
339,124
340,3
340,110
341,14
341,24
341,145
342,91
342,110
342,128
342,148
343,64
343,80
343,174
344,49
344,63
344,64
344,65
344,97
344,110
344,130
345,59
345,166
346,11
346,14
346,149
347,24
347,64
347,125
347,174
348,30
348,64
348,94
348,148
349,4
349,63
349,91
349,148
349,150
349,182
350,10
350,41
350,50
350,57
350,62
350,64
350,65
350,73
350,88
350,109
350,110
350,128
350,154
350,156
350,164
350,167
350,169
350,184
350,185
351,14
351,64
351,106
351,124
351,145
351,149
351,175
351,185
352,27
352,62
352,83
352,114
352,154
352,156
353,17
353,57
353,73
353,188
354,134
354,144
355,120
355,124
355,149
356,64
356,97
356,110
356,124
357,14
357,17
357,148
358,42
358,143
358,154
358,161
359,64
359,122
359,160
360,10
360,188
361,50
361,51
361,63
361,84
361,97
361,139
361,143
361,156
361,166
361,184
362,2
362,10
362,12
362,50
362,60
362,63
362,65
362,74
362,79
362,97
362,130
362,167
362,172
362,183
362,184
362,185
362,187
363,38
363,95
363,128
363,166
364,24
364,141
365,188
366,110
366,148
366,164
366,177
366,185
367,42
367,50
367,97
367,110
367,124
367,179
367,184
367,185
368,24
368,64
368,80
368,174
369,2
369,60
369,64
369,148
369,183
370,64
370,148
371,63
371,66
371,83
371,134
371,139
371,145
371,149
371,166
372,64
372,98
372,110
372,148
373,34
373,41
373,56
373,64
373,73
373,110
373,154
373,164
373,179
373,184
374,10
374,11
374,42
374,50
374,64
374,130
374,184
375,2
375,57
375,64
375,182
375,185
376,42
376,50
376,97
376,124
376,158
376,184
377,41
377,50
377,63
377,97
377,108
377,120
377,130
377,185
378,3
378,50
378,148
379,3
379,120
379,148
379,169
379,188
380,56
380,95
380,110
380,148
380,150
381,14
381,35
381,74
381,128
381,148
382,148
382,169
383,49
383,97
383,110
383,122
383,124
383,128
384,64
384,148
385,10
385,32
385,55
385,65
385,97
385,185
386,11
386,64
386,87
386,110
386,148
387,10
387,88
387,169
387,171
388,10
388,11
388,50
388,97
388,115
388,166
388,169
388,184
389,64
389,164
390,114
390,150
391,80
391,174
392,64
