167791,Closed Drafting,Contracts,Enclosure,End Game Bonuses,Hand Management,Hexagon Grid,Income,Set Collection,Solo / Solitaire Game,Take That,Tech Trees / Tech Tracks,Tile Placement,Turn Order: Progressive,Variable Player Powers,Variable Set-up,Victory Points as a Resource,
174430,Action Queue,Action Retrieval,Campaign / Battle Card Driven,Card Play Conflict Resolution,Communication Limits,Cooperative Game,Critical Hits and Failures,Deck Construction,"Deck, Bag, and Pool Building",Grid Movement,Hand Management,Hexagon Grid,Legacy Game,Modular Board,Once-Per-Game Abilities,Role Playing,Scenario / Mission / Campaign Game,Simultaneous Action Selection,Solo / Solitaire Game,Storytelling,Variable Player Powers
96848,Cooperative Game,"Deck, Bag, and Pool Building",Dice Rolling,Grid Movement,Hand Management,Hexagon Grid,Modular Board,Open Drafting,Role Playing,Solo / Solitaire Game,Variable Player Powers
182028,Action Points,Auction/Bidding,Auction: Dutch,Events,Income,Open Drafting,Take That
220308,Contracts,End Game Bonuses,Hexagon Grid,Income,Modular Board,Network and Route Building,Solo / Solitaire Game,Tech Trees / Tech Tracks,Turn Order: Pass Order,Variable Player Powers,Variable Set-up,Victory Points as a Resource,
12333,Action/Event,Advantage Token,Area Majority / Influence,Campaign / Battle Card Driven,Dice Rolling,Events,Hand Management,Simulation,Simultaneous Action Selection,Sudden Death Ending,Tug of War
3076,Action Drafting,End Game Bonuses,Follow,Hidden Victory Points,Increase Value of Unchosen Resources,Turn Order: Progressive,Variable Phase Order
161936,Action Points,Cooperative Game,Hand Management,Legacy Game,Point to Point Movement,Set Collection,Trading,Variable Player Powers,
173346,Layering,Open Drafting,Set Collection,Sudden Death Ending,Tug of War,Variable Player Powers,
31260,Automatic Resource Growth,Closed Drafting,Enclosure,Hand Management,Increase Value of Unchosen Resources,Solo / Solitaire Game,Turn Order: Claim Action,Variable Player Powers,Worker Placement
84876,Dice Rolling,End Game Bonuses,Grid Coverage,Hexagon Grid,Pattern Building,Set Collection,Tile Placement,Turn Order: Stat-Based,Variable Set-up,Worker Placement with Dice Workers,
181289,Network and Route Building,Variable Player Powers,
224517,Hand Management,Income,Loans,Market,Network and Route Building,Tech Trees / Tech Tracks,Turn Order: Stat-Based,Variable Set-up,
124742,Action Points,Deck Construction,Hand Management,Race,Secret Unit Deployment,Take That,Variable Player Powers
248562,Cooperative Game,"Deck, Bag, and Pool Building",Dice Rolling,Grid Movement,Hand Management,Modular Board,Open Drafting,Role Playing,Solo / Solitaire Game,Tile Placement,Variable Player Powers
126163,Bias,End Game Bonuses,Turn Order: Claim Action,Worker Placement,
36218,"Deck, Bag, and Pool Building",Delayed Purchase,Hand Management,Take That,Variable Set-up
205637,Action Points,Area Movement,Communication Limits,Cooperative Game,Deck Construction,Events,Hand Management,Map Deformation,Modular Board,Push Your Luck,Role Playing,Scenario / Mission / Campaign Game,Solo / Solitaire Game,Stat Check Resolution,Variable Player Powers
